7	-1	69
84	1	60
91	-1	30
54	-1	94
96	1	44
90	-1	66
25	-1	87
33	1	2
26	-1	56
56	-1	9
95	1	70
66	1	75
94	1	9
80	-1	23
14	1	86
83	1	84
89	1	63
8	-1	41
33	-1	21
72	1	88
31	1	89
32	-1	57
43	-1	66
63	1	24
61	-1	83
4	-1	13
14	-1	52
51	-1	42
24	-1	96
42	-1	80
32	1	48
95	1	92
47	-1	90
52	1	16
42	1	81
68	1	37
38	1	11
69	-1	18
56	1	60
56	1	61
62	1	68
21	1	38
43	-1	46
43	1	47
79	-1	40
84	-1	70
91	-1	42
89	1	80
2	1	88
50	1	82
15	-1	30
73	-1	74
67	1	74
80	1	34
49	-1	23
14	-1	36
70	-1	11
31	-1	55
91	1	73
25	1	45
39	-1	4
86	-1	49
85	-1	78
15	-1	13
43	1	29
37	1	22
58	1	25
90	1	98
30	1	70
90	1	99
32	1	17
46	1	91
32	1	13
80	-1	53
35	-1	72
79	1	93
53	-1	21
74	1	77
75	-1	45
38	-1	0
68	1	77
29	1	60
53	-1	4
12	1	85
41	1	67
42	1	34
91	1	86
51	1	97
23	-1	96
98	1	31
31	1	29
87	1	7
68	1	81
81	1	46
48	1	10
65	1	11
64	1	56
94	-1	28
6	-1	17
16	-1	94
93	1	58
24	1	31
54	1	14
97	-1	92
63	1	85
86	-1	76
42	1	17
93	-1	49
94	1	17
58	1	67
29	-1	59
52	1	88
80	1	97
63	-1	0
25	1	3
82	1	62
39	1	73
18	1	12
35	1	33
28	1	57
94	-1	40
74	1	0
51	-1	2
83	-1	35
28	-1	55
13	1	4
45	-1	75
40	-1	57
12	1	40
87	-1	65
76	-1	50
92	1	95
53	-1	71
71	-1	54
94	-1	37
98	-1	79
11	-1	71
38	-1	98
58	1	88
55	1	16
75	-1	94
29	-1	30
24	-1	7
41	-1	20
87	1	68
17	-1	27
38	-1	88
89	-1	35
41	-1	13
17	-1	24
78	1	22
45	-1	50
93	1	94
73	1	2
50	-1	7
11	1	51
67	1	15
9	-1	8
34	-1	36
95	-1	28
6	1	64
33	1	64
6	1	63
2	1	20
21	1	92
84	1	19
34	-1	39
82	-1	74
23	-1	6
21	-1	95
84	-1	10
60	-1	65
84	-1	5
49	1	88
21	-1	93
90	1	48
60	-1	0
14	1	91
94	1	89
90	-1	43
14	-1	96
94	-1	80
55	1	48
50	-1	33
44	-1	68
26	-1	70
85	-1	12
85	1	11
11	-1	5
89	-1	59
38	-1	58
94	-1	1
33	-1	44
2	-1	43
32	1	71
28	-1	26
51	1	13
48	-1	90
43	-1	89
84	-1	32
