7	1	25
6	-1	14
7	1	29
2	1	15
32	-1	23
18	1	34
2	-1	12
8	-1	35
12	-1	3
33	1	4
31	-1	16
26	-1	10
31	-1	2
31	-1	13
3	-1	19
14	-1	9
28	1	30
5	1	7
9	1	4
12	-1	21
15	1	17
37	-1	25
19	-1	17
5	1	18
32	-1	11
3	-1	35
16	1	21
37	1	20
6	1	21
23	1	3
23	-1	1
23	1	32
0	1	39
33	-1	25
27	-1	37
13	-1	38
21	1	9
21	-1	8
29	-1	10
37	1	10
37	1	12
19	1	26
37	1	16
11	-1	24
19	1	5
22	1	36
2	-1	36
0	1	13
9	-1	22
5	1	21
28	-1	15
1	1	18
2	-1	28
30	-1	24
21	1	23
10	-1	14
0	1	6
8	1	0
11	-1	27
15	-1	4
0	-1	9
4	1	7
8	1	27
8	1	9
13	-1	14
17	1	15
4	-1	28
11	1	34
18	1	22
9	-1	30
23	-1	19
36	-1	32
19	-1	31
22	1	0
0	-1	17
21	-1	33
21	1	32
22	1	7
20	-1	8
29	-1	31
