18	1	39
18	1	35
6	-1	19
18	-1	34
35	-1	10
37	-1	30
37	-1	3
12	-1	0
31	-1	2
22	-1	10
32	1	24
23	1	25
1	-1	4
1	1	6
3	1	4
10	1	37
33	1	6
31	-1	8
3	1	8
35	-1	3
3	-1	9
13	1	33
5	-1	14
7	-1	37
13	-1	36
5	-1	17
11	-1	12
34	-1	36
1	1	14
23	-1	38
9	-1	13
5	1	10
22	-1	20
23	-1	32
34	1	38
29	-1	17
11	-1	17
20	-1	18
9	-1	26
19	-1	25
38	-1	28
8	1	18
19	-1	27
4	-1	17
34	1	24
1	1	22
34	1	23
19	1	20
6	-1	32
13	-1	1
22	1	31
0	1	1
38	-1	4
2	1	28
30	-1	25
34	-1	27
1	1	16
10	-1	13
11	1	28
36	1	7
0	-1	8
2	-1	7
6	1	5
30	-1	8
6	-1	8
20	1	29
14	-1	23
21	1	38
0	1	23
3	-1	15
27	1	19
8	-1	21
19	1	31
7	-1	11
0	1	16
20	1	2
30	1	11
25	1	35
10	-1	24
29	-1	31
