4	-1	32
16	-1	11
16	1	9
12	-1	14
8	-1	30
32	1	21
23	-1	29
33	1	30
8	-1	32
37	-1	1
12	-1	0
23	1	21
27	-1	23
27	1	28
22	-1	12
33	-1	36
31	-1	14
27	-1	20
12	1	19
10	-1	39
16	-1	1
16	1	24
38	-1	34
7	-1	8
6	-1	26
7	1	38
16	1	23
37	-1	24
13	-1	35
19	-1	13
17	1	33
33	-1	28
2	-1	17
36	1	17
27	-1	7
12	-1	29
27	1	3
23	-1	5
8	1	17
6	1	37
15	1	22
38	1	25
19	-1	8
18	-1	14
14	1	16
1	-1	25
33	1	10
1	-1	22
30	-1	21
34	1	22
6	-1	31
19	1	20
38	-1	2
33	1	18
30	-1	23
26	-1	36
38	-1	6
11	1	28
11	1	27
6	1	3
36	1	4
11	1	7
6	1	5
34	1	4
11	1	33
10	1	23
17	-1	15
24	-1	28
17	1	10
19	-1	35
15	1	30
31	-1	28
25	-1	32
29	1	38
24	-1	1
27	-1	17
26	1	5
11	-1	38
24	1	6
29	-1	31
