35	-1	51
42	-1	24
52	-1	71
7	-1	62
35	-1	55
38	-1	41
70	-1	54
56	-1	31
71	-1	20
14	1	0
23	1	68
33	1	37
47	-1	37
10	1	35
21	-1	43
66	-1	72
43	-1	71
28	1	76
27	-1	21
7	-1	4
3	1	9
71	-1	9
43	1	74
47	-1	32
37	1	66
7	-1	79
63	-1	17
18	1	42
71	-1	34
34	1	78
7	1	73
53	-1	55
8	-1	46
54	1	22
50	1	62
48	-1	74
54	1	26
54	1	28
10	-1	47
47	-1	27
42	-1	11
44	-1	34
65	1	46
70	1	78
24	1	18
30	1	21
71	-1	46
71	-1	44
2	-1	75
34	-1	62
48	-1	63
29	1	27
28	-1	57
51	1	48
21	1	23
46	-1	47
49	-1	36
51	-1	6
11	-1	72
9	-1	37
7	-1	18
17	-1	58
38	-1	17
3	1	59
59	-1	55
72	1	20
51	-1	53
54	-1	43
37	1	41
29	1	38
77	-1	26
25	1	77
68	-1	44
61	-1	14
21	-1	32
49	1	27
67	-1	73
48	-1	59
23	1	50
11	-1	41
17	1	23
13	1	67
72	-1	39
2	1	15
33	-1	78
23	1	28
33	-1	77
58	1	10
35	-1	11
36	-1	64
58	-1	3
74	-1	52
45	-1	50
32	-1	27
0	1	69
22	1	56
61	-1	25
12	-1	9
50	-1	19
20	1	30
77	1	1
46	-1	22
9	1	3
5	-1	7
50	1	9
9	-1	4
36	-1	52
39	1	49
23	1	37
53	1	10
7	-1	31
31	1	40
54	1	65
72	1	42
69	1	4
47	-1	61
78	-1	19
69	-1	8
22	1	68
65	1	72
50	-1	29
46	1	11
46	-1	2
20	-1	18
62	-1	12
60	1	70
35	1	70
54	1	72
36	1	46
72	1	56
16	-1	31
5	1	20
30	1	60
73	1	22
33	-1	51
27	1	47
52	1	55
34	1	0
53	1	27
22	1	35
0	-1	5
45	-1	33
29	1	60
44	1	61
44	-1	59
17	-1	13
71	1	16
77	1	63
73	-1	37
30	1	53
5	-1	31
70	1	42
78	1	39
22	1	42
67	1	32
11	1	39
14	1	29
21	-1	74
47	-1	45
44	1	50
