6	1	13
10	1	34
18	-1	6
3	1	25
56	1	30
2	-1	54
26	1	54
33	-1	0
22	-1	13
36	-1	28
52	-1	0
10	-1	35
14	-1	6
19	1	14
13	1	34
25	-1	18
1	-1	12
8	1	45
35	1	43
8	-1	43
54	1	20
25	-1	1
44	-1	6
44	1	7
53	-1	57
27	1	34
21	1	2
44	1	9
22	-1	23
44	1	32
41	-1	43
9	1	29
21	1	26
17	1	48
51	-1	42
14	-1	50
54	1	38
36	1	1
30	-1	27
26	1	35
52	1	15
33	-1	14
12	1	38
49	-1	35
47	-1	10
43	1	46
17	1	56
3	1	57
1	-1	31
7	1	11
43	1	6
29	1	37
48	1	53
30	1	18
52	-1	27
43	1	42
28	-1	4
20	1	8
24	-1	3
46	-1	31
40	-1	43
43	-1	38
54	1	51
35	-1	14
32	1	20
35	1	10
6	-1	55
19	-1	42
48	1	41
48	1	40
52	1	39
39	1	3
26	1	17
50	1	4
45	-1	52
1	1	9
20	1	49
40	-1	32
39	1	40
58	1	26
53	1	10
39	1	41
1	1	51
58	1	22
7	-1	33
26	1	21
23	-1	36
52	1	49
48	1	39
43	1	21
37	-1	10
19	-1	26
19	1	7
20	-1	12
56	-1	11
34	1	24
58	1	37
39	1	33
55	-1	44
24	1	53
22	-1	30
10	1	58
47	-1	59
50	1	39
8	1	2
4	1	6
17	1	16
13	1	52
40	1	11
17	-1	19
20	-1	23
11	1	34
2	-1	47
38	1	50
8	-1	23
0	1	18
0	-1	19
23	1	12
20	-1	21
41	-1	5
