13	1	21
33	1	34
24	1	39
0	-1	33
54	1	12
51	1	20
18	-1	30
50	-1	54
31	1	16
54	-1	15
27	-1	25
53	-1	46
30	-1	44
56	1	38
12	1	59
3	1	4
45	-1	14
18	1	0
45	1	10
14	-1	2
6	1	28
10	1	42
44	-1	39
32	-1	55
18	1	44
48	-1	2
54	-1	25
33	1	27
56	1	49
3	-1	29
29	1	5
25	-1	7
42	-1	11
11	-1	19
46	1	54
41	-1	40
25	1	2
6	-1	35
9	1	29
6	1	37
17	1	45
18	1	14
41	-1	38
21	-1	24
28	1	57
23	-1	46
26	-1	38
13	1	7
10	-1	18
34	1	50
4	1	24
44	1	17
18	1	26
15	-1	36
18	1	23
30	1	15
48	1	51
29	-1	35
23	1	56
51	-1	58
28	-1	4
13	1	17
16	-1	58
41	-1	11
7	-1	29
11	-1	43
20	-1	35
41	-1	15
58	1	14
57	1	41
39	-1	55
58	1	12
37	1	31
12	1	3
58	1	2
54	1	9
39	1	3
32	-1	27
50	1	18
50	-1	3
20	1	32
48	1	47
20	1	31
1	1	6
50	-1	6
25	1	41
39	-1	48
42	-1	58
17	-1	32
23	1	30
50	-1	26
28	1	43
27	-1	2
45	1	43
7	-1	48
11	1	21
10	1	56
2	-1	33
13	-1	40
8	-1	13
19	1	20
5	-1	19
19	1	4
45	-1	33
24	1	50
11	-1	5
7	-1	57
14	-1	21
20	-1	23
19	-1	38
22	-1	1
55	-1	58
45	1	8
50	1	49
49	-1	7
56	-1	29
45	1	22
48	1	13
44	-1	53
27	-1	52
