42	-1	29
18	-1	34
59	1	23
37	-1	5
56	1	2
47	-1	32
3	1	30
13	1	33
6	1	25
6	1	28
29	-1	7
18	1	48
13	-1	35
24	-1	49
35	1	45
6	-1	20
36	1	10
18	1	40
59	1	35
30	1	38
50	1	67
46	-1	58
13	1	38
64	1	61
21	1	9
65	1	32
49	1	46
37	-1	55
14	-1	59
6	1	38
15	-1	26
21	1	24
8	1	53
53	-1	62
14	1	51
14	1	52
5	1	63
35	-1	31
51	-1	9
28	1	58
25	-1	67
52	1	17
25	1	68
23	1	46
33	-1	15
2	1	6
47	1	14
20	1	50
29	-1	20
59	1	0
39	-1	68
7	1	13
44	-1	18
56	-1	60
31	-1	65
59	-1	54
55	1	11
55	-1	17
24	1	0
29	-1	39
10	1	25
43	1	2
66	-1	22
13	1	66
14	-1	34
36	1	60
20	-1	37
14	-1	37
42	-1	67
19	-1	47
41	1	16
16	1	50
36	-1	66
3	-1	66
9	1	44
59	1	68
1	-1	41
28	1	36
26	1	10
31	1	3
28	-1	35
25	1	44
61	-1	27
50	1	4
66	1	35
16	1	2
9	1	2
21	1	17
14	1	43
37	1	26
15	-1	16
11	-1	57
1	-1	56
34	1	30
16	1	63
47	1	61
32	1	14
48	1	36
12	1	28
63	1	52
26	1	20
40	1	24
61	1	40
16	1	34
13	-1	42
15	-1	65
14	-1	16
20	-1	12
0	-1	13
55	-1	40
16	1	31
24	-1	52
22	1	30
25	1	22
11	1	1
27	-1	45
67	-1	21
10	1	60
65	1	16
17	1	19
11	-1	35
49	-1	8
30	-1	52
33	1	46
30	-1	51
59	-1	13
49	-1	65
31	-1	28
52	-1	69
49	-1	1
51	-1	15
23	-1	12
53	1	38
0	1	14
66	-1	64
64	1	1
44	-1	56
24	1	61
65	-1	11
47	1	43
