15	1	56
58	1	64
41	1	14
64	1	73
2	-1	56
41	-1	17
13	1	67
28	-1	73
61	1	46
11	-1	64
65	1	2
29	-1	37
32	-1	14
4	1	79
64	1	29
24	-1	71
14	1	50
66	1	74
69	-1	30
33	-1	51
42	1	77
27	-1	23
2	-1	61
27	-1	26
20	1	33
47	-1	61
10	1	59
38	-1	3
38	-1	2
23	-1	51
74	-1	72
34	1	7
60	1	11
64	1	18
69	1	25
64	1	17
56	-1	75
26	1	8
70	-1	77
17	-1	72
67	1	66
63	-1	70
29	-1	20
9	-1	19
35	1	74
66	-1	12
75	1	15
14	1	78
57	1	48
78	1	70
76	1	17
60	-1	49
51	1	60
29	-1	73
12	-1	73
5	1	53
67	-1	56
44	-1	62
67	1	58
4	1	24
28	1	62
13	-1	57
74	-1	56
3	-1	47
0	1	26
75	-1	71
46	1	34
21	-1	19
69	-1	49
1	1	52
10	1	77
20	-1	17
33	1	61
55	-1	64
24	1	63
4	1	18
39	1	65
68	1	60
57	-1	28
54	-1	52
12	1	66
12	-1	68
55	-1	51
8	-1	44
14	-1	6
56	1	48
21	1	20
30	1	42
13	1	9
63	1	28
14	1	0
43	1	21
5	1	34
16	1	55
63	-1	21
11	-1	8
48	1	13
30	1	46
36	-1	33
1	1	23
35	-1	47
27	1	78
32	1	57
35	1	43
66	1	41
11	-1	36
28	1	41
59	1	38
46	1	17
15	-1	1
47	1	39
66	-1	43
3	1	60
38	1	68
16	-1	68
25	1	19
58	-1	28
51	-1	54
30	1	37
52	1	4
45	1	77
17	-1	31
14	-1	26
17	1	3
42	-1	5
7	-1	28
17	1	1
38	1	74
33	-1	4
33	-1	32
32	-1	7
53	-1	40
25	1	72
59	1	42
31	1	27
36	-1	55
58	-1	37
14	1	31
75	1	57
56	1	69
24	1	11
24	-1	10
78	-1	44
62	-1	23
60	1	72
45	1	14
23	-1	37
28	1	22
51	-1	35
16	-1	45
65	1	22
63	1	17
18	1	44
16	1	48
30	-1	7
27	1	43
43	1	16
0	1	76
58	1	40
14	1	47
