68	-1	19
62	-1	33
55	1	60
6	1	17
18	1	36
65	1	28
8	-1	31
7	1	63
8	-1	35
53	1	44
59	1	21
54	-1	15
49	1	53
33	1	1
29	1	46
51	-1	23
37	-1	6
18	-1	4
29	1	43
58	1	61
19	1	18
63	1	13
63	1	14
29	-1	8
44	-1	36
41	1	49
29	1	6
1	-1	14
58	-1	66
49	1	40
56	1	48
3	1	29
63	1	24
20	1	59
47	-1	17
40	-1	69
1	-1	24
17	-1	41
18	-1	11
5	-1	61
1	1	20
3	-1	45
37	1	50
19	1	61
3	-1	43
52	1	14
57	-1	28
60	1	39
1	-1	16
17	-1	6
21	1	22
6	-1	2
66	1	13
6	1	4
26	-1	30
6	1	9
57	1	34
0	-1	66
6	-1	42
35	1	20
14	-1	60
47	1	3
51	1	56
31	-1	68
32	-1	38
24	-1	25
47	1	9
46	1	32
62	1	61
48	1	54
45	-1	65
41	1	13
7	-1	26
19	1	47
4	1	38
22	1	58
57	1	45
22	1	59
51	1	60
9	-1	41
41	1	19
57	-1	43
54	1	53
31	-1	5
55	1	27
35	-1	0
51	-1	67
26	1	15
5	-1	2
50	-1	4
12	-1	7
28	-1	30
27	-1	63
15	1	12
64	-1	23
33	1	60
5	-1	12
63	-1	56
63	-1	57
19	-1	59
43	1	25
23	-1	37
54	1	65
33	-1	62
4	-1	42
54	1	64
48	1	31
31	1	49
28	-1	45
23	-1	32
21	1	10
40	-1	30
62	-1	10
67	-1	26
64	-1	39
16	1	38
56	-1	13
1	-1	67
52	1	57
47	-1	52
55	-1	47
24	1	55
0	1	5
67	-1	21
4	-1	2
47	-1	57
66	-1	51
21	-1	64
5	-1	33
7	1	57
64	-1	45
65	1	15
7	1	52
4	1	62
22	-1	3
49	1	7
30	-1	57
48	1	16
64	1	0
28	1	21
