83	-1	96
18	1	8
32	-1	67
6	-1	92
22	1	16
73	1	45
72	1	78
1	1	84
10	-1	5
32	1	69
20	1	76
49	1	58
83	-1	97
63	-1	13
77	-1	82
56	-1	44
33	1	22
94	1	97
2	1	66
14	-1	85
36	1	98
73	1	51
80	1	19
42	1	96
44	-1	32
85	-1	52
81	-1	0
79	1	53
50	1	72
55	1	88
24	-1	96
96	1	64
51	1	48
37	-1	45
84	-1	75
55	-1	91
28	-1	8
28	-1	7
74	1	47
97	1	24
38	1	10
74	1	40
42	-1	70
43	-1	39
37	1	33
20	-1	36
64	1	16
8	-1	74
98	-1	28
32	1	21
18	1	72
31	-1	1
52	1	37
32	-1	25
73	1	80
20	1	33
47	1	75
84	1	94
14	1	41
3	1	76
97	-1	42
31	-1	46
32	-1	13
90	-1	92
27	1	7
80	-1	6
62	-1	83
25	-1	52
27	1	1
63	-1	66
41	-1	79
57	-1	60
64	-1	39
18	1	58
52	-1	51
52	-1	57
23	1	84
97	1	75
30	1	5
9	-1	61
41	-1	70
23	1	81
41	-1	73
86	1	50
14	-1	27
71	-1	15
19	1	35
91	-1	89
96	1	99
98	1	36
70	1	43
75	-1	56
49	-1	2
69	1	53
5	1	49
30	1	41
0	1	35
70	-1	55
70	1	51
53	1	44
6	-1	11
94	1	24
68	-1	90
60	-1	19
14	1	8
69	1	65
58	-1	61
34	1	71
9	-1	97
48	1	9
17	-1	75
94	-1	10
39	1	86
71	1	33
98	1	56
70	-1	60
54	-1	24
36	-1	18
60	-1	25
80	-1	96
41	1	43
88	-1	17
34	-1	61
33	-1	90
88	1	40
33	1	98
34	-1	65
24	1	14
60	-1	37
83	1	34
97	1	4
87	-1	65
88	-1	30
18	-1	22
38	-1	95
76	1	54
16	-1	86
47	1	4
28	1	68
16	-1	90
1	-1	26
62	-1	1
46	1	34
88	1	38
62	-1	7
40	1	46
33	1	77
15	-1	83
49	-1	92
60	-1	59
50	-1	9
9	1	5
67	-1	19
17	-1	36
55	1	31
93	1	87
53	1	95
15	1	90
78	1	12
32	1	93
94	-1	57
28	1	48
50	1	23
95	-1	20
50	-1	22
29	-1	17
50	-1	26
84	1	15
98	1	91
84	1	7
90	-1	47
59	1	80
10	-1	56
59	1	81
77	-1	72
79	1	10
15	-1	63
91	1	13
1	-1	62
50	1	30
79	-1	16
26	-1	79
0	-1	3
44	1	62
21	-1	63
26	-1	73
21	1	61
61	1	42
95	1	6
17	1	18
8	1	29
22	-1	48
6	-1	83
37	1	85
94	-1	79
38	-1	54
34	1	18
67	1	32
45	-1	24
43	1	82
