62	-1	32
4	-1	77
14	-1	75
10	1	31
18	1	32
31	-1	10
12	1	50
76	-1	44
56	1	6
73	-1	40
29	-1	46
10	-1	2
26	-1	56
3	1	19
0	-1	26
3	1	1
28	1	73
3	-1	5
52	-1	3
28	-1	76
18	1	1
64	-1	69
38	1	36
63	1	17
36	1	16
57	1	13
59	1	36
33	1	24
78	-1	54
19	1	12
78	1	55
7	1	78
38	-1	32
76	1	34
76	-1	38
44	1	8
33	-1	28
0	1	39
29	1	52
27	-1	31
25	-1	4
62	-1	42
29	-1	53
4	-1	17
54	1	30
56	1	55
71	1	48
9	-1	25
50	1	71
14	1	52
6	1	32
13	-1	2
73	1	64
25	-1	67
22	1	77
24	-1	14
60	-1	36
44	1	21
74	-1	3
21	1	20
2	-1	7
46	-1	42
59	-1	51
5	-1	77
9	1	38
15	1	38
71	1	59
8	-1	61
75	-1	16
76	1	54
8	1	66
51	-1	58
32	-1	38
21	-1	34
43	-1	0
20	-1	9
27	1	10
24	-1	4
61	-1	10
43	-1	5
40	-1	46
40	-1	45
41	1	12
12	-1	10
36	1	60
14	1	37
41	1	15
4	-1	39
39	1	7
6	1	53
18	-1	71
57	-1	41
1	1	43
24	-1	74
35	1	1
52	-1	33
77	1	8
31	1	56
22	1	57
50	1	18
16	-1	7
65	1	61
42	1	63
66	-1	31
60	-1	58
61	1	26
50	-1	19
62	-1	75
49	-1	11
14	1	43
70	1	26
70	1	23
72	-1	48
70	-1	22
76	-1	72
51	-1	70
71	1	76
52	1	40
29	-1	16
51	1	79
68	1	62
22	-1	65
23	1	34
69	1	8
50	-1	29
65	1	72
60	1	68
20	1	41
65	1	77
35	-1	73
37	-1	11
64	1	34
10	-1	51
13	-1	47
19	-1	28
21	1	68
58	1	35
2	1	35
73	-1	25
7	1	44
25	1	27
27	1	49
0	-1	6
42	1	44
26	-1	70
21	-1	63
47	1	56
27	-1	40
62	-1	21
65	-1	13
71	-1	0
2	1	45
47	-1	41
55	-1	59
72	1	61
2	-1	39
48	-1	17
45	-1	24
29	-1	77
64	-1	3
